include;verbatimScientificName;AphiaID;Match.type;ScientificName;Taxon.status;ScientificName_accepted;Kingdom;Group;Phylum;Class;Order;Family;Synonyms.included
NO;Lumbricus;154885;exact;Lumbricus;accepted;Lumbricus;Animalia;Annelida;Annelida;Clitellata;Crassiclitellata;Lumbricidae;
YES;Grania;137349;exact;Grania;accepted;Grania;Animalia;Annelida;Annelida;Clitellata;Enchytraeida;Enchytraeidae;
YES;Lumbricillus;137351;exact;Lumbricillus;accepted;Lumbricillus;Animalia;Annelida;Annelida;Clitellata;Enchytraeida;Enchytraeidae;
YES;Marionina;137353;exact;Marionina;accepted;Marionina;Animalia;Annelida;Annelida;Clitellata;Enchytraeida;Enchytraeidae;
NO;Helobdella;160018;exact;Helobdella;accepted;Helobdella;Animalia;Annelida;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;
YES;Aktedrilus;137367;exact;Aktedrilus;accepted;Aktedrilus;Animalia;Annelida;Annelida;Clitellata;Tubificida;Naididae;
YES;Coralliodrilus;137370;exact;Coralliodrilus;accepted;Coralliodrilus;Animalia;Annelida;Annelida;Clitellata;Tubificida;Naididae;
YES;Heterodrilus;137382;exact;Heterodrilus;accepted;Heterodrilus;Animalia;Annelida;Annelida;Clitellata;Tubificida;Naididae;
YES;Phallodrilus;137378;exact;Phallodrilus;accepted;Phallodrilus;Animalia;Annelida;Annelida;Clitellata;Tubificida;Naididae;
NO;Eurythoe;129186;exact;Eurythoe;accepted;Eurythoe;Animalia;Annelida;Annelida;Polychaeta;Amphinomida;Amphinomidae;
NO;Linopherus;129189;exact;Linopherus;accepted;Linopherus;Animalia;Annelida;Annelida;Polychaeta;Amphinomida;Amphinomidae;
YES;Apodotrocha;240989;exact;Apodotrocha;accepted;Apodotrocha;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Dorvilleidae;
YES;Dorvillea;129261;exact;Dorvillea;accepted;Dorvillea;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Dorvilleidae;
YES;Protodorvillea;129272;exact;Protodorvillea;accepted;Protodorvillea;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Dorvilleidae;
YES;Schistomeringos;129274;exact;Schistomeringos;accepted;Schistomeringos;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Dorvilleidae;
NO;Eunice;129278;exact;Eunice;accepted;Eunice;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Eunicidae;
NO;Lysidice;129280;exact;Lysidice;accepted;Lysidice;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Eunicidae;
NO;Marphysa;129281;exact;Marphysa;accepted;Marphysa;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Eunicidae;
NO;Palola;129283;exact;Palola;accepted;Palola;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Eunicidae;
NO;Lumbrineris;129337;exact;Lumbrineris;accepted;Lumbrineris;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Lumbrineridae;
NO;Scoletoma;129340;exact;Scoletoma;accepted;Scoletoma;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Lumbrineridae;
NO;Arabella;129199;exact;Arabella;accepted;Arabella;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Oenonidae;
NO;Diopatra;129398;exact;Diopatra;accepted;Diopatra;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Onuphidae;
NO;Onuphis;129404;exact;Onuphis;accepted;Onuphis;Animalia;Annelida;Annelida;Polychaeta;Eunicida;Onuphidae;
NO;Chrysopetalum;129235;exact;Chrysopetalum;accepted;Chrysopetalum;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Chrysopetalidae;
NO;Glycera;129296;exact;Glycera;accepted;Glycera;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Glyceridae;
NO;Glycinde;129299;exact;Glycinde;accepted;Glycinde;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Goniadidae;
NO;Goniadides;157405;exact;Goniadides;accepted;Goniadides;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Goniadidae;
NO;Neogyptis;743513;exact;Neogyptis;accepted;Neogyptis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Hesionidae;
NO;Oxydromus;173457;exact;Oxydromus;accepted;Oxydromus;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Hesionidae;
NO;Syllidia;129320;exact;Syllidia;accepted;Syllidia;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Hesionidae;
YES;Hesionides;129309;exact;Hesionides;accepted;Hesionides;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Microphthalmidae;
YES;Microphthalmus;129313;exact;Microphthalmus;accepted;Microphthalmus;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Microphthalmidae;
NO;Alitta;234848;exact;Alitta;accepted;Alitta;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Nereididae;
NO;Composetia;324848;exact;Composetia;accepted;Composetia;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Nereididae;
NO;Namanereis;129377;exact;Namanereis;accepted;Namanereis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Nereididae;
NO;Neanthes;129378;exact;Neanthes;accepted;Neanthes;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Nereididae;
NO;Nereis;129379;exact;Nereis;accepted;Nereis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Nereididae;
NO;Perinereis;129380;exact;Perinereis;accepted;Perinereis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Nereididae;
NO;Platynereis;129381;exact;Platynereis;accepted;Platynereis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Nereididae;
NO;Pseudonereis;129382;exact;Pseudonereis;accepted;Pseudonereis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Nereididae;
NO;Eteone;129443;exact;Eteone;accepted;Eteone;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;
NO;Eulalia;129445;exact;Eulalia;accepted;Eulalia;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;
NO;Eumida;129446;exact;Eumida;accepted;Eumida;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;
NO;Nereiphylla;129451;exact;Nereiphylla;accepted;Nereiphylla;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;
NO;Phyllodoce;129455;exact;Phyllodoce;accepted;Phyllodoce;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;
YES;Hesionura;129448;exact;Hesionura;accepted;Hesionura;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;as Eteonides
NO;Lepidonotus;129496;exact;Lepidonotus;accepted;Lepidonotus;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Polynoidae;
YES;Anoplopisione;324903;exact;Anoplopisione;accepted;Anoplopisione;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Sigalionidae;
YES;Pisione;129469;exact;Pisione;accepted;Pisione;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Sigalionidae;
YES;Pisionella;324904;exact;Pisionella;accepted;Pisionella;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Sigalionidae;
YES;Pisionidens;324905;exact;Pisionidens;accepted;Pisionidens;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Sigalionidae;
NO;Branchiosyllis;129647;exact;Branchiosyllis;accepted;Branchiosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
NO;Haplosyllis;129657;exact;Haplosyllis;accepted;Haplosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
NO;Megasyllis;747196;exact;Megasyllis;accepted;Megasyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
NO;Myrianida;129659;exact;Myrianida;accepted;Myrianida;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
NO;Odontosyllis;129660;exact;Odontosyllis;accepted;Odontosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
NO;Opisthosyllis;129662;exact;Opisthosyllis;accepted;Opisthosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Anoplosyllis;195947;exact;Anoplosyllis;accepted;Anoplosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Brania;129648;exact;Brania;accepted;Brania;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Eusyllis;129653;exact;Eusyllis;accepted;Eusyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Exogone;129654;exact;Exogone;accepted;Exogone;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Neopetitia;195969;exact;Neopetitia;accepted;Neopetitia;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;as Petitia
YES;Parapionosyllis;129664;exact;Parapionosyllis;accepted;Parapionosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Parexogone;325961;exact;Parexogone;accepted;Parexogone;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Perkinsyllis;731117;exact;Perkinsyllis;accepted;Perkinsyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Pionosyllis;129669;exact;Pionosyllis;accepted;Pionosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Prosphaerosyllis;195974;exact;Prosphaerosyllis;accepted;Prosphaerosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Salvatoria;195982;exact;Salvatoria;accepted;Salvatoria;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Sphaerosyllis;129677;exact;Sphaerosyllis;accepted;Sphaerosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Streptospinigera;325062;exact;Streptospinigera;accepted;Streptospinigera;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Streptosyllis;129678;exact;Streptosyllis;accepted;Streptosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Syllides;129679;exact;Syllides;accepted;Syllides;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Syllis;129680;exact;Syllis;accepted;Syllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Trypanosyllis;129681;exact;Trypanosyllis;accepted;Trypanosyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Westheidesyllis;731116;exact;Westheidesyllis;accepted;Westheidesyllis;Animalia;Annelida;Annelida;Polychaeta;Phyllodocida;Syllidae;
YES;Fabricia;129529;exact;Fabricia;accepted;Fabricia;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Fabriciidae;
YES;Novafabricia;129539;exact;Novafabricia;accepted;Novafabricia;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Fabriciidae;
NO;Amphicorina;154923;exact;Amphicorina;accepted;Amphicorina;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Sabellidae;
NO;Amphiglena;129521;exact;Amphiglena;accepted;Amphiglena;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Sabellidae;
NO;Desdemona;129527;exact;Desdemona;accepted;Desdemona;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Sabellidae;
NO;Potamilla;129544;exact;Potamilla;accepted;Potamilla;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Sabellidae;
NO;Sabella;129549;exact;Sabella;accepted;Sabella;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Sabellidae;
NO;Hydroides;129566;exact;Hydroides;accepted;Hydroides;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Serpulidae;
NO;Serpula;129580;exact;Serpula;accepted;Serpula;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Serpulidae;
NO;Spirobranchus;129582;exact;Spirobranchus;accepted;Spirobranchus;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Serpulidae;
NO;Vermiliopsis;129584;exact;Vermiliopsis;accepted;Vermiliopsis;Animalia;Annelida;Annelida;Polychaeta;Sabellida;Serpulidae;
NO;Prionospio;129620;exact;Prionospio;accepted;Prionospio;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;
YES;Boccardia;129609;exact;Boccardia;accepted;Boccardia;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;
YES;Dipolydora;129611;exact;Dipolydora;accepted;Dipolydora;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;
YES;Dispio;129612;exact;Dispio;accepted;Dispio;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;
YES;Malacoceros;129614;exact;Malacoceros;accepted;Malacoceros;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;
YES;Polydora;129619;exact;Polydora;accepted;Polydora;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;as Metadasydytes
YES;Pseudopolydora;129621;exact;Pseudopolydora;accepted;Pseudopolydora;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;
YES;Rhynchospio;174829;exact;Rhynchospio;accepted;Rhynchospio;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;
YES;Scolelepis;129623;exact;Scolelepis;accepted;Scolelepis;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;as Nerinides, Nerine
YES;Spio;129625;exact;Spio;accepted;Spio;Animalia;Annelida;Annelida;Polychaeta;Spionida;Spionidae;
YES;Macrochaeta;129141;exact;Macrochaeta;accepted;Macrochaeta;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Acrocirridae;
YES;Tharyx;129249;exact;Tharyx;accepted;Tharyx;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Cirratulidae;
YES;Caulleriella;129241;exact;Caulleriella;accepted;Caulleriella;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Cirratulidae;
YES;Cirriformia;129245;exact;Cirriformia;accepted;Cirriformia;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Cirratulidae;
YES;Ctenodrilus;129253;exact;Ctenodrilus;accepted;Ctenodrilus;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Cirratulidae;
YES;Dodecaceria;129246;exact;Dodecaceria;accepted;Dodecaceria;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Cirratulidae;
YES;Kirkegaardia;884676;exact;Kirkegaardia;accepted;Kirkegaardia;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Cirratulidae;
NO;Pectinaria;129437;exact;Pectinaria;accepted;Pectinaria;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Pectinariidae;
NO;Loimia;129700;exact;Loimia;accepted;Loimia;Animalia;Annelida;Annelida;Polychaeta;Terebellida;Terebellidae;
NO;Branchiomaldane;129208;exact;Branchiomaldane;accepted;Branchiomaldane;Animalia;Annelida;Annelida;Polychaeta;;Arenicolidae;
YES;Barantolla;254302;exact;Barantolla;accepted;Barantolla;Animalia;Annelida;Annelida;Polychaeta;;Capitellidae;
YES;Capitella;129211;exact;Capitella;accepted;Capitella;Animalia;Annelida;Annelida;Polychaeta;;Capitellidae;as Capitomastus
YES;Dasybranchus;129213;exact;Dasybranchus;accepted;Dasybranchus;Animalia;Annelida;Annelida;Polychaeta;;Capitellidae;
YES;Decamastus;324650;exact;Decamastus;accepted;Decamastus;Animalia;Annelida;Annelida;Polychaeta;;Capitellidae;
YES;Heteromastus;129214;exact;Heteromastus;accepted;Heteromastus;Animalia;Annelida;Annelida;Polychaeta;;Capitellidae;
YES;Mediomastus;129218;exact;Mediomastus;accepted;Mediomastus;Animalia;Annelida;Annelida;Polychaeta;;Capitellidae;
YES;Notomastus;129220;exact;Notomastus;accepted;Notomastus;Animalia;Annelida;Annelida;Polychaeta;;Capitellidae;
YES;Dinophilus;129260;exact;Dinophilus;accepted;Dinophilus;Animalia;Annelida;Annelida;Polychaeta;;Dinophilidae;
YES;Trilobodrilus;129275;exact;Trilobodrilus;accepted;Trilobodrilus;Animalia;Annelida;Annelida;Polychaeta;;Dinophilidae;
YES;Mesonerilla;129388;exact;Mesonerilla;accepted;Mesonerilla;Animalia;Annelida;Annelida;Polychaeta;;Nerillidae;
YES;Nerilla;129390;exact;Nerilla;accepted;Nerilla;Animalia;Annelida;Annelida;Polychaeta;;Nerillidae;
YES;Nerillidium;129391;exact;Nerillidium;accepted;Nerillidium;Animalia;Annelida;Annelida;Polychaeta;;Nerillidae;
NO;Polyophthalmus;129415;exact;Polyophthalmus;accepted;Polyophthalmus;Animalia;Annelida;Annelida;Polychaeta;;Opheliidae;
YES;Ophelia;129413;exact;Ophelia;accepted;Ophelia;Animalia;Annelida;Annelida;Polychaeta;;Opheliidae;
NO;Leodamas;325863;exact;Haploscoloplos;accepted;Leodamas;Animalia;Annelida;Annelida;Polychaeta;;Orbiniidae;
NO;Naineris;129419;exact;Naineris;accepted;Naineris;Animalia;Annelida;Annelida;Polychaeta;;Orbiniidae;
NO;Protoariciella;244670;exact;Protoariciella;accepted;Protoariciella;Animalia;Annelida;Annelida;Polychaeta;;Orbiniidae;
NO;Scoloplos;129425;exact;Scoloplos;accepted;Scoloplos;Animalia;Annelida;Annelida;Polychaeta;;Orbiniidae;
YES;Aricidea;129430;exact;Aricidea;accepted;Aricidea;Animalia;Annelida;Annelida;Polychaeta;;Paraonidae;
YES;Cirrophorus;129431;exact;Cirrophorus;accepted;Cirrophorus;Animalia;Annelida;Annelida;Polychaeta;;Paraonidae;
YES;Paradoneis;129433;exact;Paradoneis;accepted;Paradoneis;Animalia;Annelida;Annelida;Polychaeta;;Paraonidae;
YES;Levinsenia;129432;exact;Periquesta;accepted;Levinsenia;Animalia;Annelida;Annelida;Polychaeta;;Paraonidae;
YES;Stygocapitella;129436;exact;Stygocapitella;accepted;Stygocapitella;Animalia;Annelida;Annelida;Polychaeta;;Parergodrilidae;
YES;Polygordius;129472;exact;Polygordius;accepted;Polygordius;Animalia;Annelida;Annelida;Polychaeta;;Polygordiidae;
NO;Megadrilus;843419;exact;Megadrilus;accepted;Megadrilus;Animalia;Annelida;Annelida;Polychaeta;;Protodrilidae;
YES;Claudrilus;995101;exact;Claudrilus;accepted;Claudrilus;Animalia;Annelida;Annelida;Polychaeta;;Protodrilidae;
YES;Lindrilus;995080;exact;Lindrilus;accepted;Lindrilus;Animalia;Annelida;Annelida;Polychaeta;;Protodrilidae;
YES;Meiodrilus;995099;exact;Meiodrilus;accepted;Meiodrilus;Animalia;Annelida;Annelida;Polychaeta;;Protodrilidae;
YES;Protodrilus;129514;exact;Protodrilus;accepted;Protodrilus;Animalia;Annelida;Annelida;Polychaeta;;Protodrilidae;
YES;Protodriloides;129513;exact;Protodriloides;accepted;Protodriloides;Animalia;Annelida;Annelida;Polychaeta;;Protodriloididae;
NO;Sabellaria;129520;exact;Sabellaria;accepted;Sabellaria;Animalia;Annelida;Annelida;Polychaeta;;Sabellariidae;
YES;Pharyngocirrus;1345269;exact;Pharyngocirrus;accepted;Pharyngocirrus;Animalia;Annelida;Annelida;Polychaeta;;Saccocirridae;
YES;Saccocirrus;129550;exact;Saccocirrus;accepted;Saccocirrus;Animalia;Annelida;Annelida;Polychaeta;;Saccocirridae;
NO;Golfingia;136021;exact;Golfingia;accepted;Golfingia;Animalia;Annelida;Annelida;;Sipuncula;Golfingiidae;
YES;Diurodrilus;129257;exact;Diurodrilus;accepted;Diurodrilus;Animalia;Annelida;Annelida;;;Diurodrilidae;
YES;Halacarus;114779;exact;Halacarus;accepted;Halacarus;Animalia;Acari;Arthropoda;Arachnida;Trombidiformes;Halacaridae;
YES;Bosmina;106265;exact;Bosmina;accepted;Bosmina;Animalia;Branchiopoda;Arthropoda;Branchiopoda;Anomopoda;Bosminidae;
YES;Moina;148346;exact;Moina;accepted;Moina;Animalia;Branchiopoda;Arthropoda;Branchiopoda;Anomopoda;Moinidae;
YES;Evadne;106267;exact;Evadne;accepted;Evadne;Animalia;Branchiopoda;Arthropoda;Branchiopoda;Onychopoda;Podonidae;
NO;Acartia;104108;exact;Acartia;accepted;Acartia;Animalia;Copepoda;Arthropoda;Copepoda;Calanoida;Acartiidae;
NO;Aetideus;104112;exact;Aetideus;accepted;Aetideus;Animalia;Copepoda;Arthropoda;Copepoda;Calanoida;Aetideidae;
NO;Calanus;104152;exact;Calanus;accepted;Calanus;Animalia;Copepoda;Arthropoda;Copepoda;Calanoida;Calanidae;
NO;Isias;104160;exact;Isias;accepted;Isias;Animalia;Copepoda;Arthropoda;Copepoda;Calanoida;Centropagidae;
YES;Centropages;104159;exact;Centropages;accepted;Centropages;Animalia;Copepoda;Arthropoda;Copepoda;Calanoida;Centropagidae;
NO;Microcalanus;104164;exact;Microcalanus;accepted;Microcalanus;Animalia;Copepoda;Arthropoda;Copepoda;Calanoida;Clausocalanidae;
NO;Pseudocalanus;104165;exact;Pseudocalanus;accepted;Pseudocalanus;Animalia;Copepoda;Arthropoda;Copepoda;Calanoida;Clausocalanidae;
NO;Paracalanus;104196;exact;Paracalanus;accepted;Paracalanus;Animalia;Copepoda;Arthropoda;Copepoda;Calanoida;Paracalanidae;
YES;Canuella;115249;exact;Canuella;accepted;Canuella;Animalia;Copepoda;Arthropoda;Copepoda;Canuelloida;Canuellidae;
YES;Coullana;149962;exact;Coullana;accepted;Coullana;Animalia;Copepoda;Arthropoda;Copepoda;Canuelloida;Canuellidae;
YES;Scottolana;115253;exact;Scottolana;accepted;Scottolana;Animalia;Copepoda;Arthropoda;Copepoda;Canuelloida;Canuellidae;
YES;Longipedia;115403;exact;Longipedia;accepted;Longipedia;Animalia;Copepoda;Arthropoda;Copepoda;Canuelloida;Longipediidae;
YES;Abrsia;438894;exact;Abrsia;accepted;Abrsia;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Abrsiidae;
YES;Idomene;115463;exact;Idomene;taxon inquirendum;Idomene;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Clausidiidae;
YES;Corycaeus;128634;exact;Corycaeus;accepted;Corycaeus;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Corycaeidae;
YES;Diacyclops;149783;exact;Diacyclops;accepted;Diacyclops;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Cyclopidae;
YES;Arenocyclopina;346780;exact;Arenocyclopina;accepted;Arenocyclopina;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Cyclopinidae;
YES;Cyclopina;106437;exact;Cyclopina;accepted;Cyclopina;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Cyclopinidae;as Capitomastus
YES;Heterocyclopina;347253;exact;Heterocyclopina;accepted;Heterocyclopina;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Cyclopinidae;
YES;Euryte;106432;exact;Euryte;accepted;Euryte;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Euryteidae;
YES;Halicyclops;106433;exact;Halicyclops;accepted;Halicyclops;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Halicyclopidae;
YES;Neocyclops;106434;exact;Neocyclops;accepted;Neocyclops;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Halicyclopidae;as Eurycyclops, Pareuryte
YES;Neocyclopina;106447;exact;Neocyclopina;accepted;Neocyclopina;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Hemicyclopinidae;
YES;Procyclopina;347831;exact;Procyclopina;accepted;Procyclopina;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Hemicyclopinidae;
YES;Oithona;106485;exact;Oithona;accepted;Oithona;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Oithonidae;
YES;Cyclopinoides;106439;exact;Cyclopinoides;accepted;Cyclopinoides;Animalia;Copepoda;Arthropoda;Copepoda;Cyclopoida;Smirnovipinidae;
YES;Leptomesochra;115195;exact;Interleptomesochra;accepted;Leptomesochra;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;as Interleptomesochra
YES;Nitocra;157705;exact;Nitocra;accepted;Nitocra;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;as Nitokra
YES;Ameira;115188;exact;Ameira;accepted;Ameira;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Ameiropsis;115189;exact;Ameiropsis;accepted;Ameiropsis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Ameiropsyllus;115190;exact;Ameiropsyllus;accepted;Ameiropsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Parapseudoleptomesochra;115200;exact;Parapseudoleptomesochra;accepted;Parapseudoleptomesochra;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Parevansula;115201;exact;Parevansula;accepted;Parevansula;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Praeleptomesochra;115202;exact;Praeleptomesochra;accepted;Praeleptomesochra;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Proameira;115203;exact;Proameira;accepted;Proameira;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Pseudameira;115205;exact;Pseudameira;accepted;Pseudameira;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Pseudoleptomesochrella;115206;exact;Pseudoleptomesochrella;accepted;Pseudoleptomesochrella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Psyllocamptus;115208;exact;Psyllocamptus;accepted;Psyllocamptus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Sarsameira;115209;exact;Sarsameira;accepted;Sarsameira;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ameiridae;
YES;Laophontodes;115218;exact;Laophontodes;accepted;Laophontodes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ancorabolidae;
YES;Arenopontia;115220;exact;Arenopontia;accepted;Arenopontia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Arenopontiidae;
YES;Mesopontia;348195;exact;Mesopontia;accepted;Mesopontia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Arenopontiidae;
YES;Neoleptastacus;347571;exact;Neoleptastacus;accepted;Neoleptastacus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Arenopontiidae;as Pararenopontia
YES;Onychopontia;348196;exact;Onychopontia;accepted;Onychopontia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Arenopontiidae;
YES;Psammoleptastacus;347843;exact;Psammoleptastacus;accepted;Psammoleptastacus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Arenopontiidae;
YES;Epactophanes;238112;exact;Epactophanes;accepted;Epactophanes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
YES;Heteropsyllus;115239;exact;Heteropsyllus;accepted;Heteropsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
YES;Cletocamptus;115237;exact;Cletocamptus;accepted;Cletocamptus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
YES;Elaphoidella;347106;exact;Elaphoidella;accepted;Elaphoidella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
