include;verbatimScientificName;AphiaID;Match.type;ScientificName;Taxon.status;ScientificName_accepted;Kingdom;Group;Phylum;Class;Order;Family;Synonyms.included
YES;Enoploides;2512;exact;Enoploides;accepted;Enoploides;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Enoplolaimus;2513;exact;Enoplolaimus;accepted;Enoplolaimus;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Epacanthion;2514;exact;Epacanthion;accepted;Epacanthion;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Filipjevia;2516;exact;Filipjevia;accepted;Filipjevia;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Fleuronema;1074978;exact;Fleuronema;accepted;Fleuronema;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Mesacanthion;2517;exact;Mesacanthion;accepted;Mesacanthion;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Mesacanthoides;2518;exact;Mesacanthoides;accepted;Mesacanthoides;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Okranema;1074979;exact;Okranema;accepted;Okranema;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Oxyonchus;2519;exact;Oxyonchus;accepted;Oxyonchus;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Paramesacanthion;2520;exact;Paramesacanthion;accepted;Paramesacanthion;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Thoracostomopsis;2523;exact;Thoracostomopsis;accepted;Thoracostomopsis;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;
YES;Trileptium;2524;exact;Trileptium;accepted;Trileptium;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;as Trilepta
YES;Cytolaimium;156829;exact;Cytolaimium;accepted;Cytolaimium;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Trefusiidae;
YES;Rhabdocoma;2592;exact;Rhabdocoma;accepted;Rhabdocoma;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Trefusiidae;
YES;Trefusia;2593;exact;Trefusia;accepted;Trefusia;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Trefusiidae;
YES;Bathylaimus;2586;exact;Bathylaimus;accepted;Bathylaimus;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Tripyloididae;
YES;Gairleanema;2587;exact;Gairleanema;accepted;Gairleanema;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Tripyloididae;
YES;Ingenia;227353;exact;Ingenia;accepted;Ingenia;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Tripyloididae;
YES;Paratripyloides;227354;exact;Paratripyloides;accepted;Paratripyloides;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Tripyloididae;
YES;Tripyloides;2588;exact;Tripyloides;accepted;Tripyloides;Animalia;Nematoda;Nematoda;Enoplea;Enoplida;Tripyloididae;
YES;Agamomermis;1294057;exact;Agamomermis;accepted;Agamomermis;Animalia;Nematoda;Nematoda;Enoplea;Mermithida;Mermithidae;
YES;Hexamermis;1294080;exact;Hexamermis;accepted;Hexamermis;Animalia;Nematoda;Nematoda;Enoplea;Mermithida;Mermithidae;as Ovomermis
YES;Mermis;1294087;exact;Mermis;accepted;Mermis;Animalia;Nematoda;Nematoda;Enoplea;Mermithida;Mermithidae;
YES;Octomyomermis;1294093;exact;Octomyomermis;accepted;Octomyomermis;Animalia;Nematoda;Nematoda;Enoplea;Mermithida;Mermithidae;
YES;Romanomermis;1294103;exact;Romanomermis;accepted;Romanomermis;Animalia;Nematoda;Nematoda;Enoplea;Mermithida;Mermithidae;
YES;Strelkovimermis;1294105;exact;Strelkovimermis;accepted;Strelkovimermis;Animalia;Nematoda;Nematoda;Enoplea;Mermithida;Mermithidae;
YES;Thaumamermis;391380;exact;Thaumamermis;accepted;Thaumamermis;Animalia;Nematoda;Nematoda;Enoplea;Mermithida;Mermithidae;
YES;Anatonchus;582849;exact;Anatonchus;accepted;Anatonchus;Animalia;Nematoda;Nematoda;Enoplea;Mononchida;Anatonchidae;
YES;Mylonchulus;582976;exact;Mylonchulus;accepted;Mylonchulus;Animalia;Nematoda;Nematoda;Enoplea;Mononchida;Mylonchulidae;
YES;Limonchulus;227369;exact;Limonchulus;accepted;Limonchulus;Animalia;Nematoda;Nematoda;Enoplea;Triplonchida;Onchulidae;
YES;Rhabdodemania;2583;exact;Rhabdodemania;accepted;Rhabdodemania;Animalia;Nematoda;Nematoda;Enoplea;Triplonchida;Rhabdodemaniidae;
YES;Amphimonhystrella;156741;exact;Amphimonhystrella;accepted;Amphimonhystrella;Animalia;Nematoda;Nematoda;;;;
YES;Ototyphlonemertes;122408;exact;Ototyphlonemertes;accepted;Ototyphlonemertes;Animalia;Nemertea;Nemertea;Hoplonemertea;Monostilifera;Ototyphlonemertidae;
YES;Paramyozonaria;479541;exact;Paramyozonaria;accepted;Paramyozonaria;Animalia;Platyhelminthes;Platyhelminthes;;Dolichomicrostomida;Dolichomacrostomidae;
YES;Paromalostomum;142202;exact;Paromalostomum;accepted;Paromalostomum;Animalia;Platyhelminthes;Platyhelminthes;;Dolichomicrostomida;Dolichomacrostomidae;
YES;Microstomum;142210;exact;Microstomum;accepted;Microstomum;Animalia;Platyhelminthes;Platyhelminthes;;Dolichomicrostomida;Microstomidae;
YES;Theama;479813;exact;Theama;accepted;Theama;Animalia;Platyhelminthes;Platyhelminthes;;Polycladida;Theamatidae;
YES;Plagiostomum;142260;exact;Plagiostomum;accepted;Plagiostomum;Animalia;Platyhelminthes;Platyhelminthes;;Prolecithophora;Plagiostomidae;
YES;Archimonotresis;142263;exact;Archimonotresis;accepted;Archimonotresis;Animalia;Platyhelminthes;Platyhelminthes;;Prolecithophora;Protomonotresidae;
YES;Pseudostomum;142265;exact;Pseudostomum;accepted;Pseudostomum;Animalia;Platyhelminthes;Platyhelminthes;;Prolecithophora;Pseudostomidae;
YES;Archimonocelis;142467;exact;Archimonocelis;accepted;Archimonocelis;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Archimonocelididae;
YES;Meidiama;152492;exact;Meidiama;accepted;Meidiama;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Archimonocelididae;
YES;Ciliopharyngiella;142404;exact;Ciliopharyngiella;accepted;Ciliopharyngiella;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Ciliopharyngiellidae;
YES;Carenscoilia;142458;exact;Carenscoilia;accepted;Carenscoilia;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Coelogynoporidae;
YES;Cirrifera;142459;exact;Cirrifera;accepted;Cirrifera;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Coelogynoporidae;
YES;Coelogynopora;142460;exact;Coelogynopora;accepted;Coelogynopora;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Coelogynoporidae;
YES;Vannuccia;142463;exact;Vannuccia;accepted;Vannuccia;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Coelogynoporidae;as Stilivannuccia
YES;Archilina;142464;exact;Archilina;accepted;Archilina;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Archiloa;142465;exact;Archiloa;accepted;Archiloa;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Archilopsis;142466;exact;Archilopsis;accepted;Archilopsis;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Boreocelis;142468;exact;Boreocelis;accepted;Boreocelis;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Duplominona;142469;exact;Duplominona;accepted;Duplominona;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Duploperaclistus;142470;exact;Duploperaclistus;accepted;Duploperaclistus;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Minona;142473;exact;Minona;accepted;Minona;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Monocelis;142474;exact;Monocelis;accepted;Monocelis;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Monocelopsis;142475;exact;Monocelopsis;accepted;Monocelopsis;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Promonotus;142478;exact;Promonotus;accepted;Promonotus;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Pseudomonocelis;206631;exact;Pseudomonocelis;accepted;Pseudomonocelis;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monocelididae;
YES;Monotoplana;142480;exact;Monotoplana;accepted;Monotoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Monotoplanidae;
YES;Nematoplana;142481;exact;Nematoplana;accepted;Nematoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Nematoplanidae;
YES;Archotoplana;142483;exact;Archotoplana;accepted;Archotoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Bulbotoplana;142485;exact;Bulbotoplana;accepted;Bulbotoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Dicoelandropora;142486;exact;Dicoelandropora;accepted;Dicoelandropora;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Itaspiella;142487;exact;Itaspiella;accepted;Itaspiella;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Kataplana;142488;exact;Kataplana;accepted;Kataplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Monostichoplana;142489;exact;Monostichoplana;accepted;Monostichoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Notocaryoplana;142491;exact;Notocaryoplana;accepted;Notocaryoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;as Notocaryoplanella
YES;Otoplana;142494;exact;Otoplana;accepted;Otoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Otoplanella;142495;exact;Otoplanella;accepted;Otoplanella;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Otoplanidia;142496;exact;Otoplanidia;accepted;Otoplanidia;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Parotoplana;142499;exact;Parotoplana;accepted;Parotoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Parotoplanina;142501;exact;Parotoplanina;accepted;Parotoplanina;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Philosyrtis;142502;exact;Philosyrtis;accepted;Philosyrtis;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Postbursoplana;142503;exact;Postbursoplana;accepted;Postbursoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Praebursoplana;142504;exact;Praebursoplana;accepted;Praebursoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Pseudorthoplana;142505;exact;Pseudorthoplana;accepted;Pseudorthoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Xenotoplana;142508;exact;Xenotoplana;accepted;Xenotoplana;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Otoplanidae;
YES;Polystyliphora;142509;exact;Polystyliphora;accepted;Polystyliphora;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;Polystyliphoridae;
YES;Prosogynopora;878835;exact;Prosogynopora;accepted;Prosogynopora;Animalia;Platyhelminthes;Platyhelminthes;;Proseriata;;
YES;Aculeorhynchus;142309;exact;Aculeorhynchus;accepted;Aculeorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Aculeorhynchidae;
YES;Adenorhynchus;142405;exact;Adenorhynchus;accepted;Adenorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Adenorhynchidae;
YES;Coronhelmis;142407;exact;Coronhelmis;accepted;Coronhelmis;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Adenorhynchidae;
YES;Listea;142409;exact;Listea;accepted;Listea;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Adenorhynchidae;
YES;Litucivis;142410;exact;Litucivis;accepted;Litucivis;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Adenorhynchidae;
YES;Scoliopharyngia;142414;exact;Scoliopharyngia;accepted;Scoliopharyngia;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Adenorhynchidae;
YES;Tvaerminnea;142416;exact;Tvaerminnea;accepted;Tvaerminnea;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Adenorhynchidae;
YES;Byrsophlebs;142401;exact;Byrsophlebs;accepted;Byrsophlebs;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Byrsophlebidae;
YES;Baltoplana;142340;exact;Baltoplana;accepted;Baltoplana;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cheliplanidae;
YES;Cheliplana;142341;exact;Cheliplana;accepted;Cheliplana;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cheliplanidae;as Rhinepera
YES;Cheliplanilla;142342;exact;Cheliplanilla;accepted;Cheliplanilla;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cheliplanidae;
YES;Cicerina;142311;exact;Cicerina;accepted;Cicerina;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cicerinidae;
YES;Paracicerina;142315;exact;Paracicerina;accepted;Paracicerina;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cicerinidae;
YES;Ptyalorhynchus;142317;exact;Ptyalorhynchus;accepted;Ptyalorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cicerinidae;
YES;Cystiplana;142322;exact;Cystiplana;accepted;Cystiplana;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cystiplanidae;
YES;Cystiplex;142323;exact;Cystiplex;accepted;Cystiplex;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cystiplanidae;
YES;Nigerrhynchus;142325;exact;Nigerrhynchus;accepted;Nigerrhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Cystiplanidae;
YES;Diascorhynchides;142327;exact;Diascorhynchides;accepted;Diascorhynchides;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Diascorhynchidae;
YES;Diascorhynchus;142328;exact;Diascorhynchus;accepted;Diascorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Diascorhynchidae;
YES;Drepanorhynchides;142330;exact;Drepanorhynchides;accepted;Drepanorhynchides;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Gnathorhynchus;142331;exact;Gnathorhynchus;accepted;Gnathorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Neognathorhynchus;142332;exact;Neognathorhynchus;accepted;Neognathorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Odontorhynchus;142333;exact;Odontorhynchus;accepted;Odontorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Paragnathorhynchus;142335;exact;Paragnathorhynchus;accepted;Paragnathorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Prognathorhynchus;142336;exact;Prognathorhynchus;accepted;Prognathorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Psittacorhynchus;142337;exact;Psittacorhynchus;accepted;Psittacorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Pterognathus;142338;exact;Pterognathus;accepted;Pterognathus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Uncinorhynchus;142339;exact;Uncinorhynchus;accepted;Uncinorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Gnathorhynchidae;
YES;Pseudograffilla;142284;exact;Pseudograffilla;accepted;Pseudograffilla;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Graffillidae;
YES;Halammovortex;142274;exact;Halammovortex;accepted;Halammovortex;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Jenseniidae;
YES;Karkinorhynchides;142343;exact;Karkinorhynchides;accepted;Karkinorhynchides;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Karkinorhynchidae;
YES;Karkinorhynchus;142344;exact;Karkinorhynchus;accepted;Karkinorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Karkinorhynchidae;
YES;Lehardyia;142345;exact;Lehardyia;accepted;Lehardyia;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Karkinorhynchidae;
YES;Brunetia;142347;exact;Brunetia;accepted;Brunetia;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Koinocystididae;
YES;Harenorhynchus;479445;exact;Harenorhynchus;nomen nudum;;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Koinocystididae;
YES;Itaipusa;142349;exact;Itaipusa;accepted;Itaipusa;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Koinocystididae;
YES;Parautelga;142354;exact;Parautelga;accepted;Parautelga;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Koinocystididae;
YES;Tenerrhynchus;142356;exact;Tenerrhynchus;accepted;Tenerrhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Koinocystididae;
YES;Utelga;142357;exact;Utelga;accepted;Utelga;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Koinocystididae;
YES;Kytorhynchus;479479;exact;Kytorhynchus;accepted;Kytorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Kytorhynchidae;
YES;Lonchoplanella;142434;exact;Lonchoplanella;accepted;Lonchoplanella;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Mariplanellidae;
YES;Mariplanella;142437;exact;Mariplanella;accepted;Mariplanella;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Mariplanellidae;
YES;Nematorhynchus;142358;exact;Nematorhynchus;accepted;Nematorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Nematorhynchidae;
YES;Placorhynchus;142360;exact;Placorhynchus;accepted;Placorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Placorhynchidae;
YES;Acrorhynchides;142361;exact;Acrorhynchides;accepted;Acrorhynchides;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Brunetorhynchus;758890;exact;Brunetorhynchus;accepted;Brunetorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Danorhynchus;142366;exact;Danorhynchus;accepted;Danorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Duplacrorhynchus;155052;exact;Duplacrorhynchus;accepted;Duplacrorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Gallorhynchus;155065;exact;Gallorhynchus;accepted;Gallorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Gyratricella;142367;exact;Gyratricella;accepted;Gyratricella;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Gyratrix;142368;exact;Gyratrix;accepted;Gyratrix;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Lagenopolycystis;155198;exact;Lagenopolycystis;accepted;Lagenopolycystis;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Limipolycystis;142371;exact;Limipolycystis;accepted;Limipolycystis;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Neopolycystis;142373;exact;Neopolycystis;accepted;Neopolycystis;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Paulodora;155549;exact;Paulodora;accepted;Paulodora;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Phonorhynchus;142378;exact;Phonorhynchus;accepted;Phonorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Polycystis;142379;exact;Polycystis;accepted;Polycystis;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Progyrator;155617;exact;Progyrator;accepted;Progyrator;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Rogneda;142381;exact;Rogneda;accepted;Rogneda;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Scanorhynchus;142382;exact;Scanorhynchus;accepted;Scanorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Typhlopolycystis;142384;exact;Typhlopolycystis;accepted;Typhlopolycystis;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Polycystididae;
YES;Kymocarens;479482;exact;Kymocarens;accepted;Kymocarens;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Promesostomidae;
YES;Moevenbergia;142411;exact;Moevenbergia;accepted;Moevenbergia;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Promesostomidae;
YES;Promesostoma;142412;exact;Promesostoma;accepted;Promesostoma;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Promesostomidae;
YES;Protandrella;142413;exact;Protandrella;accepted;Protandrella;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Promesostomidae;
YES;Subulagera;142415;exact;Subulagera;accepted;Subulagera;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Promesostomidae;
YES;Baicalellia;142285;exact;Baicalellia;accepted;Baicalellia;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Provorticidae;
YES;Balgetia;142286;exact;Balgetia;accepted;Balgetia;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Provorticidae;
YES;Drepanilla;142289;exact;Drepanilla;accepted;Drepanilla;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Provorticidae;
YES;Hangethellia;142290;exact;Hangethellia;accepted;Hangethellia;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Provorticidae;
YES;Haplovejdovskya;142291;exact;Haplovejdovskya;accepted;Haplovejdovskya;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Provorticidae;
YES;Pogaina;142293;exact;Pogaina;accepted;Pogaina;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Provorticidae;
YES;Provortex;142294;exact;Provortex;accepted;Provortex;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Provorticidae;
YES;Psammorhynchus;142385;exact;Psammorhynchus;accepted;Psammorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Psammorhynchidae;
YES;Amphirhynchus;142386;exact;Amphirhynchus;accepted;Amphirhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Carcharodorhynchus;142387;exact;Carcharodorhynchus;accepted;Carcharodorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Carolinorhynchus;479449;exact;Carolinorhynchus;accepted;Carolinorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Limirhynchus;142388;exact;Limirhynchus;accepted;Limirhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Neoschizorhynchus;142389;exact;Neoschizorhynchus;accepted;Neoschizorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Paraschizorhynchoides;142390;exact;Paraschizorhynchoides;accepted;Paraschizorhynchoides;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Proschizorhynchella;142391;exact;Proschizorhynchella;accepted;Proschizorhynchella;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Proschizorhynchus;142393;exact;Proschizorhynchus;accepted;Proschizorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Pseudoschizorhynchoides;142394;exact;Pseudoschizorhynchoides;accepted;Pseudoschizorhynchoides;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Schizochilus;142395;exact;Schizochilus;accepted;Schizochilus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Schizorhynchoides;142396;exact;Schizorhynchoides;accepted;Schizorhynchoides;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Thylacorhynchus;142399;exact;Thylacorhynchus;accepted;Thylacorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Schizorhynchidae;
YES;Aulopharynx;142420;exact;Aulopharynx;accepted;Aulopharynx;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Solenopharyngidae;
YES;Adenopharynx;142418;exact;Adenopharynx;accepted;Adenopharynx;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Solenopharyngidae;
YES;Anthopharynx;142419;exact;Anthopharynx;accepted;Anthopharynx;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Solenopharyngidae;
YES;Doliopharynx;142422;exact;Doliopharynx;accepted;Doliopharynx;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Solenopharyngidae;
YES;Proceropharynx;142425;exact;Proceropharynx;accepted;Proceropharynx;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Solenopharyngidae;
YES;Tensopharynx;142428;exact;Tensopharynx;accepted;Tensopharynx;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Solenopharyngidae;
YES;Trisaccopharynx;142429;exact;Trisaccopharynx;accepted;Trisaccopharynx;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Solenopharyngidae;
YES;Ceratopera;142433;exact;Ceratopera;accepted;Ceratopera;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Trigonostomidae;as Messoplana
YES;Petaliella;142440;exact;Petaliella;accepted;Petaliella;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Trigonostomidae;
YES;Proxenetes;142441;exact;Proxenetes;accepted;Proxenetes;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Trigonostomidae;
YES;Ptychopera;142442;exact;Ptychopera;accepted;Ptychopera;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Trigonostomidae;
YES;Haloplanella;142447;exact;Haloplanella;accepted;Haloplanella;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Typhloplanidae;
